episode,environment_steps,learning_steps,epsilon,mean_loss,train_return,validation_return,validation_mdd,selection_value,best_episode
1,1093,838,0.43239347672187917,1.9258539313621327e-05,-0.3157953935000015,0.3005701614999994,0.09374807116767847,0.3005701614999994,1
2,2186,1931,0.14486309656989407,2.2258432509277825e-05,0.7117264464999966,0.08726837799999942,0.10205411281971066,0.08726837799999942,1
3,3279,3024,0.05,2.4988489344371832e-05,2.3470334812499996,-0.03859242050000089,0.09234592882863302,-0.03859242050000089,1
4,4372,4117,0.05,2.625694604908028e-05,9.627618720499992,0.13765375950000003,0.10785987343731007,0.13765375950000003,1
5,5465,5210,0.05,2.5012488274263677e-05,14.857608366499987,0.3399506009999995,0.08394790753513626,0.3399506009999995,5
6,6558,6303,0.05,2.3663165672961254e-05,22.379897493000016,0.013550690000000642,0.15568064129393788,0.013550690000000642,5
7,7651,7396,0.05,2.438262500699008e-05,29.01960813825,0.10737018199999993,0.06507409201730951,0.10737018199999993,5
8,8744,8489,0.05,2.3680864384522533e-05,35.947284326249985,-0.03456558850000069,0.15829585616185438,-0.03456558850000069,5
9,9837,9582,0.05,2.948461318844337e-05,44.40997753125,0.05822524750000024,0.09077257143882878,0.05822524750000024,5
10,10930,10675,0.05,2.783477750335847e-05,52.281194500750026,0.16698555600000065,0.1089641008753316,0.16698555600000065,5
11,12023,11768,0.05,2.5901307767072805e-05,65.99468779750002,0.05745986099999856,0.1259226437333677,0.05745986099999856,5
12,13116,12861,0.05,2.680279958864599e-05,61.71296908775,0.011069690499999174,0.12578449762834243,0.011069690499999174,5
13,14209,13954,0.05,2.8536078631295556e-05,95.58517908474995,0.025450619500000382,0.10509240105011042,0.025450619500000382,5
14,15302,15047,0.05,3.285082708734341e-05,84.53085848774998,-0.05192541200000045,0.1495599291312062,-0.05192541200000045,5
15,16395,16140,0.05,3.384360078442943e-05,71.54514176900003,-0.13601985449999965,0.1660357153910611,-0.13601985449999965,5
16,17488,17233,0.05,3.101710919179545e-05,75.30722766399998,-0.012999646499999407,0.09382020625842968,-0.012999646499999407,5
17,18581,18326,0.05,3.0192361431003045e-05,80.90083511024996,-0.06390840099999984,0.17072698976232514,-0.06390840099999984,5
18,19674,19419,0.05,3.256140895355901e-05,120.32164073799994,0.005453607000001082,0.0960854451719807,0.005453607000001082,5
19,20767,20512,0.05,3.352212802454021e-05,95.8869855354999,-0.17979659900000056,0.22428086420905102,-0.17979659900000056,5
20,21860,21605,0.05,3.7831947883865295e-05,73.63275746125002,-0.15513985650000017,0.24576172223763537,-0.15513985650000017,5
21,22953,22698,0.05,3.305235812882564e-05,77.12540850850006,0.046170575500000366,0.13861031035860216,0.046170575500000366,5
22,24046,23791,0.05,3.163396660786365e-05,53.95657589999999,0.054797416500000695,0.11225941285507834,0.054797416500000695,5
