experiment,epsilon_decay,mean_agent_validation_return,mean_bh_validation_return,median_agent_validation_return,worst_agent_validation_return,mean_validation_sharpe,mean_agent_validation_mdd,mean_bh_validation_mdd,mean_agent_validation_turnover,mean_bh_validation_turnover,mean_validation_return_std,mean_best_episode,test_2026_agent_return,test_2026_bh_return,test_2026_agent_sharpe,test_2026_agent_mdd,test_2026_agent_turnover,test_2026_bh_turnover
실험24_epsdecay-0p9995,0.9995,0.5328357989999998,0.45537725816666663,0.3462540254999995,0.009906285,1.6958350627221146,0.12611670656331964,0.22542708288736002,90.09487868110908,0.9960566666666667,0.1674573721388161,35.333333333333336,0.9722183730000004,1.1560403509999997,1.684345150783204,0.4233589673650221,10.02470786930143,0.99766
