best_episode,agent_validation_return,agent_validation_sharpe,agent_validation_mdd,agent_validation_turnover,validation_return_std,bh_validation_return,bh_validation_mdd,bh_validation_turnover,agent_test_return,agent_test_sharpe,agent_test_mdd,agent_test_turnover,bh_test_return,bh_test_sharpe,bh_test_mdd,bh_test_turnover,experiment,epsilon_decay,fold,validation_start,validation_end,run_dir
35,0.3462540254999995,1.8805665332264143,0.0960836631283693,115.62356743014288,0.12136485515178373,0.41385015,0.10075260760720761,0.999,0.4451600790000001,0.6339071085883065,0.4241281397589169,214.15405745172268,2.302361029,1.1324118659048563,0.4290804340250082,0.99314,실험24_epsdecay-0p9995,0.9995,val2023,2023-01-01,2024-01-01,/Users/hawnwoongku/Desktop/auto_trading/backend/results/실험24_epsdecay-0p9995/val2023
6,0.009906285,0.1458494792391547,0.1527252283420432,97.62944366264132,0.0945916210778103,-0.3176489710000001,0.4290804340250082,0.99314,-0.0688141630000015,-0.0931738267424278,0.1982054827000535,115.37307145035888,3.9083705955,1.885264369882233,0.4287264381973351,0.99603,실험24_epsdecay-0p9995,0.9995,val2024,2024-01-01,2025-01-01,/Users/hawnwoongku/Desktop/auto_trading/backend/results/실험24_epsdecay-0p9995/val2024
65,1.2423470865,3.0610891757007748,0.1295412282195464,57.031624950543005,0.2864156401868542,1.2699305955,0.14644820702986427,0.99603,0.9722183730000004,1.684345150783204,0.4233589673650221,10.02470786930143,1.1560403509999997,1.736281044265618,0.4286534602292425,0.99766,실험24_epsdecay-0p9995,0.9995,val2025,2025-01-01,2026-01-01,/Users/hawnwoongku/Desktop/auto_trading/backend/results/실험24_epsdecay-0p9995/val2025
