episode,environment_steps,learning_steps,epsilon,mean_loss,train_return,selection_value,best_episode,validation_cumulative_return,validation_mdd,validation_sharpe_ratio,validation_sortino_ratio,validation_trade_count,validation_turnover,validation_initial_asset,validation_final_asset,validation_steps,validation_average_holding_days,validation_closed_shares,validation_open_shares
11,12023,11768,0.05,2.7801580386318615e-05,22.077214489749984,-0.14955384750000056,1,-0.14955384750000056,0.26390521739033124,-1.346583794123301,-1.927474514930306,147,109.6865410778151,10000000.0,8504461.524999995,245,1.9184410891727965,7749,108
12,13116,12861,0.05,2.6982561015497184e-05,31.704137191749957,-0.13405366400000007,1,-0.13405366400000007,0.2461017610036378,-1.1743082706190793,-1.7037895366860973,141,100.13504413866193,10000000.0,8659463.36,245,1.9152826238660154,7165,0
13,14209,13954,0.05,3.0315935081075884e-05,34.5258278,-0.14569728300000095,1,-0.14569728300000095,0.2302177478755083,-1.4722354694728572,-2.0681804438382874,148,99.62960918179603,10000000.0,8543027.16999999,245,1.76846926713948,6768,0
14,15302,15047,0.05,3.577759394157283e-05,49.196902702999985,-0.05043932500000059,1,-0.05043932500000059,0.1634937874861082,-0.3861596640570616,-0.6029624972927826,182,102.70136357177586,10000000.0,9495606.749999994,245,2.1224598930481284,7480,120
15,16395,16140,0.05,3.4166003592934995e-05,36.08564554075001,-0.06175355749999989,1,-0.06175355749999989,0.20973934206162004,-0.36803072582848745,-0.5449023611080296,162,114.84714125528122,10000000.0,9382464.425,245,2.418279177315322,8217,89
16,17488,17233,0.05,3.2974140763390005e-05,39.81653992975003,-0.09563198100000059,1,-0.09563198100000059,0.23059031912715577,-0.7063960265005418,-1.034273278512473,158,107.70424046070612,10000000.0,9043680.189999994,245,2.3702255247034283,7671,115
17,18581,18326,0.05,3.4390737416736683e-05,33.118620236249974,-0.11933750150000011,1,-0.11933750150000011,0.23167900330967017,-0.9337584921519051,-1.3129565570508548,164,110.62891450007892,10000000.0,8806624.985,245,2.1887622993267737,7724,112
18,19674,19419,0.05,3.713770590556592e-05,49.075623168250004,-0.11319259249999991,1,-0.11319259249999991,0.22978947888823953,-0.8137303496309835,-1.1532644965212329,162,108.96027508031747,10000000.0,8868074.075000001,245,2.145019404915912,7730,28
19,20767,20512,0.05,4.053959874698673e-05,33.52150063174999,0.035134422500000095,1,0.035134422500000095,0.14141587048513382,0.33004719593322107,0.5149325851869188,178,100.38828021362868,10000000.0,10351344.225000001,245,2.6804951929408665,7593,66
20,21860,21605,0.05,4.7222168118045116e-05,26.973061326999993,-0.14642129599999987,1,-0.14642129599999987,0.23345686287173495,-1.1523512648390792,-1.6524996791931663,174,105.99574812346124,10000000.0,8535787.040000001,245,2.532701421800948,7385,27
21,22953,22698,0.05,3.9618161131200565e-05,32.78528541749997,-0.11082805850000088,1,-0.11082805850000088,0.185935400168164,-1.0186276801873007,-1.4139370004463765,150,115.60561623150181,10000000.0,8891719.414999992,245,1.6713534661939113,8179,0
22,24046,23791,0.05,3.85504254616332e-05,27.584697484999978,-0.0784472985000001,1,-0.0784472985000001,0.18559577004817762,-0.5199047854844269,-0.8178108607772666,146,106.76267220419656,10000000.0,9215527.014999999,245,2.4081942336874054,7908,0
23,25139,24884,0.05,4.018778018753845e-05,30.62887494850001,-0.08099159,1,-0.08099159,0.1902157045443469,-0.5193278278567075,-0.7860936148610594,157,108.18192751932769,10000000.0,9190084.1,245,2.2904113177888394,7634,117
24,26232,25977,0.05,4.0157487349611616e-05,37.17697162325001,0.0007024274999993807,1,0.0007024274999993807,0.12656148717029914,0.074659498228698,0.12714593215922765,195,108.45690210839146,10000000.0,10007024.274999995,245,2.3893120393120393,8140,95
25,27325,27070,0.05,4.970013690831719e-05,22.321307476999976,0.1132576014999993,1,0.1132576014999993,0.058625445619564176,1.0304183192878682,1.6692051305236546,143,45.70803002239705,10000000.0,11132576.014999993,245,5.21484593837535,3570,71
26,28418,28163,0.05,4.329515925015395e-05,28.136555310749994,0.0037799984999995484,1,0.0037799984999995484,0.13313256462592316,0.0928066942899951,0.13602306617858273,161,75.51111740873796,10000000.0,10037799.984999996,245,3.6907048378329406,5519,127
27,29511,29256,0.05,4.1200021319572876e-05,32.265850836,-0.1178015840000004,1,-0.1178015840000004,0.1899519599829519,-0.9934881977494093,-1.425434179644791,179,93.49692614746888,10000000.0,8821984.159999996,245,2.68561872909699,6578,28
28,30604,30349,0.05,4.008172993581006e-05,23.13992764449998,0.04701573949999993,1,0.04701573949999993,0.0989722186543609,0.4454270404606522,0.7920109546576409,185,98.68042043668234,10000000.0,10470157.395,245,2.1536608218444653,7471,0
29,31697,31442,0.05,4.05088450902286e-05,19.719643072999993,-0.2047274069999998,1,-0.2047274069999998,0.23776338041363132,-2.4996528229556096,-3.1360640621812017,156,102.59956573032557,10000000.0,7952725.930000002,245,1.7845775462962963,6912,50
30,32790,32535,0.05,4.899767651996041e-05,25.21921420600001,0.16767627799999985,30,0.16767627799999985,0.10328688607982983,1.1773221978594883,1.9286074553940074,181,54.71582890072642,10000000.0,11676762.78,245,5.838312428734322,4385,148
31,33883,33628,0.05,5.03190467597769e-05,18.701641950749988,-0.03154492900000028,30,-0.03154492900000028,0.14299881219635957,-0.18135207582411306,-0.281937143464194,152,101.68910427909475,10000000.0,9684550.709999997,245,2.4550306912196422,7494,123
32,34976,34721,0.05,4.6613743012623334e-05,24.460606082000023,-0.06936079599999956,30,-0.06936079599999956,0.09032620387636514,-0.9431424263565495,-1.1996453721582663,137,89.62558285573593,10000000.0,9306392.040000005,245,1.6737354696826894,6366,0
33,36069,35814,0.05,4.6473862735811746e-05,16.628696973000018,-0.13589821549999992,30,-0.13589821549999992,0.23412575466731567,-1.2017546551066367,-1.7488241352065401,117,99.58481790307738,10000000.0,8641017.845,245,2.112882743050656,7087,0
34,37162,36907,0.05,4.7470443977963624e-05,20.9735131175,-0.033011706500000515,30,-0.033011706500000515,0.11463794971562213,-0.2000026799659317,-0.31572030908208926,140,112.10992862744669,10000000.0,9669882.934999995,245,2.0556169429097606,8145,0
35,38255,38000,0.05,4.7435723870024166e-05,19.657075576999997,-0.05834165250000045,30,-0.05834165250000045,0.15891335055577827,-0.5215335171592815,-0.753809627876988,166,91.80585439955307,10000000.0,9416583.474999996,245,2.27006351039261,6928,0
36,39348,39093,0.05,5.782130701912313e-05,18.039470727749997,-0.02520299800000081,30,-0.02520299800000081,0.15408499440159762,-0.10956070988666526,-0.1656788381347438,150,94.74551518587407,10000000.0,9747970.019999992,245,3.1672413793103447,6960,124
37,40441,40186,0.05,5.016492689429193e-05,25.177091928000003,0.04936194900000013,30,0.04936194900000013,0.08815437882316768,0.4899782411349874,0.9127738524955127,187,84.84592450036587,10000000.0,10493619.490000002,245,2.3367315415508187,6474,0
38,41534,41279,0.05,5.1932453479588573e-05,16.514848068499987,-0.06836085699999961,30,-0.06836085699999961,0.18711018042469774,-0.4518456791522012,-0.6836125163482419,151,120.10416528081794,10000000.0,9316391.430000003,245,2.1240132707928154,8741,0
39,42627,42372,0.05,5.124983402852748e-05,28.902706147499984,0.05888823349999894,30,0.05888823349999894,0.15174811499182073,0.45909274635620745,0.801484934248377,135,114.13085444922066,10000000.0,10588882.33499999,245,2.1412391738840775,9006,0
40,43720,43465,0.05,4.772651234646544e-05,22.008512338500015,-0.12168170099999975,30,-0.12168170099999975,0.23173401297213236,-0.9667413321394058,-1.3250033891965813,159,108.32857319141478,10000000.0,8783182.990000002,245,1.80796771253743,7681,84
41,44813,44558,0.05,5.8732760860271135e-05,25.89860509725001,0.0839178524999995,30,0.0839178524999995,0.07739561818010054,0.6982026718292623,1.1426073481821704,140,56.86629122423908,10000000.0,10839178.524999995,245,3.6495012758060774,4311,103
42,45906,45651,0.05,5.7368619497329164e-05,15.842564949749995,0.0951513454999997,30,0.0951513454999997,0.14094558080195752,0.697023042397716,1.1609887149190516,169,72.79156856010496,10000000.0,10951513.454999996,245,4.024494904344716,5593,104
43,46999,46744,0.05,5.28694945845202e-05,16.88843864000001,0.025306098000000166,30,0.025306098000000166,0.1331505870482227,0.24118868039814018,0.37620776489960694,169,89.10597745838638,10000000.0,10253060.980000002,245,3.329889298892989,6775,98
44,48092,47837,0.05,5.19699158276367e-05,17.342857324,-0.11590069400000125,30,-0.11590069400000125,0.1900521820127833,-0.775007967114543,-1.1826932437507491,146,117.58786584087218,10000000.0,8840993.059999987,245,2.1240867310864955,8486,0
45,49185,48930,0.05,5.0731541270957104e-05,18.418319363000005,0.005495812499998198,30,0.005495812499998198,0.11321261940017768,0.10644928763544097,0.1831810339653599,149,90.87757535940051,10000000.0,10054958.124999981,245,1.6619489901223647,6783,32
46,50278,50023,0.05,5.6298400208670784e-05,22.449962834500017,-0.03442584800000037,30,-0.03442584800000037,0.12962939753213643,-0.2889549339710915,-0.4947297301521758,131,65.75360210284643,10000000.0,9655741.519999996,245,1.6708087186799756,4909,0
47,51371,51116,0.05,6.022240952808694e-05,17.60371162475001,0.10503537199999946,30,0.10503537199999946,0.10064816819683753,0.7813502647049991,1.342566006696116,177,103.51083793794106,10000000.0,11050353.719999995,245,2.574488921532623,8169,105
48,52464,52209,0.05,5.38613473433309e-05,14.09014413775,-0.08032331850000018,30,-0.08032331850000018,0.20776370890043871,-0.5136513571657062,-0.7891684639532989,164,108.18397607540291,10000000.0,9196766.814999998,245,2.128099173553719,7260,0
49,53557,53302,0.05,5.042013769666137e-05,19.861850561750014,0.0028258224999997417,30,0.0028258224999997417,0.11368838518084212,0.08903623881975685,0.1449004383139428,141,84.29467814752294,10000000.0,10028258.224999998,245,2.869760719447567,6227,0
50,54650,54395,0.05,4.946087572356381e-05,20.90846499599999,-0.15049755200000092,30,-0.15049755200000092,0.23253558361301274,-1.6676215481332421,-2.22899471022283,101,79.73416602570795,10000000.0,8495024.479999991,245,1.4506842011729162,5627,0
51,55743,55488,0.05,5.033621035602615e-05,26.2436163635,-0.1450396420000002,30,-0.1450396420000002,0.26222991855363065,-1.1459140270497978,-1.6173357781526299,135,109.83323544549646,10000000.0,8549603.579999998,245,1.9810896588204179,7562,27
52,56836,56581,0.05,6.505196385884221e-05,16.705903550250007,-0.20625554699999948,30,-0.20625554699999948,0.2576956298777834,-2.4786342990368313,-2.9848004677087023,158,93.39993824118963,10000000.0,7937444.530000005,245,1.6191630311843594,6189,25
53,57929,57674,0.05,5.2690209621390184e-05,14.905540643000013,-0.007405291499999911,30,-0.007405291499999911,0.16538234668875085,0.008391904355316818,0.01249860772834734,183,85.71837876726713,10000000.0,9925947.085,245,3.4283663050414805,6268,31
54,59022,58767,0.05,5.203889936442461e-05,11.285818497249998,-0.012334550999999805,30,-0.012334550999999805,0.1786106328166751,0.007087804520287101,0.011255705535142511,128,115.64098837652334,10000000.0,9876654.490000002,245,2.647364075952353,8479,0
55,60115,59860,0.05,5.113355050937464e-05,12.684574452249986,-0.11079102399999985,30,-0.11079102399999985,0.23459755654854886,-0.8824277275952183,-1.262721422973926,173,106.66666711455542,10000000.0,8892089.760000002,245,2.2303303701738093,7537,0
56,61208,60953,0.05,5.0116336728372e-05,20.540922311000006,-0.15624370200000093,30,-0.15624370200000093,0.23609096826224862,-1.0674687966065837,-1.5167764209820054,171,114.55885285283156,10000000.0,8437562.979999991,245,2.1924097664543525,7536,0
57,62301,62046,0.05,5.6708488602523045e-05,19.548195633749998,-0.02701208050000037,30,-0.02701208050000037,0.16453529619422047,-0.16006349772623127,-0.24391780722425577,173,105.27819597179288,10000000.0,9729879.194999997,245,2.261585599387208,7833,0
58,63394,63139,0.05,5.524723479365728e-05,12.9272853415,0.0034914140000001925,30,0.0034914140000001925,0.13446907667645014,0.08471528160904311,0.1312516701492078,117,75.25400772378808,10000000.0,10034914.140000002,245,1.7563209967020887,5458,0
59,64487,64232,0.05,4.8679287852860416e-05,19.645315869249977,0.1286793995000004,30,0.1286793995000004,0.10565502188924725,0.8946910087853663,1.530499579756901,177,91.20957198814175,10000000.0,11286793.995000005,245,3.1926110419261104,7227,36
60,65580,65325,0.05,4.677389945031737e-05,17.708038710750003,0.04625716000000013,30,0.04625716000000013,0.1145294366244376,0.3791666330945404,0.6238002287266844,141,112.16562548787641,10000000.0,10462571.600000001,245,2.46697837521917,8555,0
61,66673,66418,0.05,4.4776475405852434e-05,21.06206436450001,0.08041907999999975,30,0.08041907999999975,0.1273827206936068,0.6661862819537938,1.1774948158977683,128,102.65968896912509,10000000.0,10804190.799999997,245,1.6846409404548939,7826,0
62,67766,67511,0.05,4.563727371929793e-05,12.907252240999991,0.2073158774999999,62,0.2073158774999999,0.10622652230030016,1.0952331162681739,1.8124001506477052,90,60.870637797573565,10000000.0,12073158.774999999,245,6.786952089704383,4905,77
63,68859,68604,0.05,5.43618005607839e-05,17.75802711750002,0.051968503999999305,62,0.051968503999999305,0.08627207972582829,0.4460833522880081,0.7498951401052796,161,82.61365158166589,10000000.0,10519685.039999994,245,2.8340113913751015,6145,100
64,69952,69697,0.05,4.6668622900239867e-05,17.037924204750013,0.1671656330000002,62,0.1671656330000002,0.1205173636826008,1.0065350834297908,1.6512946869832767,176,72.20817927987817,10000000.0,11671656.330000002,245,4.930349991293749,5743,37
65,71045,70790,0.05,4.638147646579199e-05,13.172188261999995,-0.061231132499999896,62,-0.061231132499999896,0.14128068831811502,-0.4288198844097204,-0.6903212256447335,153,104.90024276228837,10000000.0,9387688.675,245,1.7744066882416396,7416,30
66,72138,71883,0.05,4.333960980517278e-05,22.266498250499982,0.04881449700000173,62,0.04881449700000173,0.10219132816508969,0.4204784217465895,0.7108423124083764,147,93.95503545548155,10000000.0,10488144.970000017,245,2.332739685366578,6738,100
67,73231,72976,0.05,4.6552331029212984e-05,10.941003958750006,0.111243497999999,62,0.111243497999999,0.07022834758257124,1.0816080176781955,1.776753951020877,139,37.767977934822326,10000000.0,11112434.97999999,245,6.02639698320192,2917,71
68,74324,74069,0.05,5.6493283916263014e-05,13.523304804750001,0.01477506199999934,62,0.01477506199999934,0.13735621715353452,0.1854483035364323,0.2889463850746429,132,63.581864149875344,10000000.0,10147750.619999994,245,3.723875733217467,4603,129
69,75417,75162,0.05,4.92864538939247e-05,19.396991831250006,-0.02045748600000008,62,-0.02045748600000008,0.14158175896091363,-0.11533651625786058,-0.1827791769421066,187,88.3575854175161,10000000.0,9795425.139999999,245,2.731110431324564,6538,0
70,76510,76255,0.05,4.8526447589005345e-05,18.700970178750016,0.0411328135000002,62,0.0411328135000002,0.13160459257345236,0.32992862873703466,0.5459438182340206,155,95.73062452586008,10000000.0,10411328.135000002,245,3.2162052117263844,7368,0
71,77603,77348,0.05,4.96747285183431e-05,18.85888820125,0.10238137600000097,62,0.10238137600000097,0.07526961097123364,0.7693261831559238,1.4360593307588705,182,98.04767768806089,10000000.0,11023813.76000001,245,2.2929451875163913,7626,35
72,78696,78441,0.05,4.6810265551033895e-05,19.882416571250005,-0.0906126090000009,62,-0.0906126090000009,0.24737809887874873,-0.6508643153689667,-1.0715691158368754,126,119.0735246781733,10000000.0,9093873.90999999,245,1.6551724137931034,8004,0
73,79789,79534,0.05,4.9193474350858514e-05,20.104665178499992,0.21572361100000048,73,0.21572361100000048,0.08202964706366034,1.341499618723575,2.3301663177715235,136,35.93795150364881,10000000.0,12157236.110000005,245,9.62877502544961,2947,39
74,80882,80627,0.05,5.1240936871644124e-05,21.879489468999996,-0.03862978200000078,73,-0.03862978200000078,0.11656298680695987,-0.3045332668012564,-0.5004626387845328,150,83.30118382551909,10000000.0,9613702.179999992,245,2.0809135399673737,6130,0
75,81975,81720,0.05,4.8904705456496935e-05,15.179974971999997,0.006200543000000058,73,0.006200543000000058,0.1270536365283158,0.1133971608169355,0.18174248022001396,168,94.55092335217331,10000000.0,10062005.430000002,245,2.2689183411714406,7017,32
76,83068,82813,0.05,4.639592812358336e-05,14.750952903000004,-0.008095626999999772,73,-0.008095626999999772,0.1519409709567794,0.005636298765179505,0.008678950937764237,169,96.56706701148802,10000000.0,9919043.730000002,245,2.537510305028854,7278,31
77,84161,83906,0.05,4.735147381479018e-05,19.36393452825,-0.04246599250000005,73,-0.04246599250000005,0.13206755759067912,-0.24709724580689202,-0.3997614696243141,150,116.65786653966032,10000000.0,9575340.075,245,1.7854011138760517,8439,0
78,85254,84999,0.05,4.728616344751424e-05,14.548090435249996,-0.08068535349999961,73,-0.08068535349999961,0.18816542550152138,-0.5455614779674888,-0.8143456234263291,167,103.12233049597356,10000000.0,9193146.465000004,245,2.5833101916134407,7202,117
79,86347,86092,0.05,6.04831651335547e-05,8.84808438275001,0.08691066099999922,73,0.08691066099999922,0.12401159032151277,0.5614585100170282,0.8884561167152641,111,69.38792446997277,10000000.0,10869106.609999992,245,5.682575757575758,5280,138
80,87440,87185,0.05,5.122454391655032e-05,16.83695530425001,0.005811064500000018,73,0.005811064500000018,0.1397453645903287,0.11993486412092587,0.187795536628955,115,84.33182451350902,10000000.0,10058110.645,245,3.7721935180836073,6387,0
81,88533,88278,0.05,4.7054041356816437e-05,16.612667862250014,-0.046469606500000094,73,-0.046469606500000094,0.1685052339237334,-0.32558334614724616,-0.49150266155284567,177,93.86014321262934,10000000.0,9535303.934999999,245,2.704264870931538,7128,0
82,89626,89371,0.05,4.5643023716216914e-05,12.269375704750004,0.13145300699999973,73,0.13145300699999973,0.10240075687853867,0.9046254645216572,1.4057837012081573,161,103.82513128671192,10000000.0,11314530.069999997,245,2.9467829604348377,7911,144
83,90719,90464,0.05,4.467464840733363e-05,12.230307006500004,0.08844466750000035,73,0.08844466750000035,0.0845818336286912,0.6944653221621725,1.1920003625339448,167,92.54622655282532,10000000.0,10884446.675000004,245,2.7907363749826652,7211,138
84,91812,91557,0.05,5.209845971938756e-05,20.923235123999998,0.13979551600000018,73,0.13979551600000018,0.14036181084888222,0.8223274844089588,1.3216543059930361,140,98.72072526606158,10000000.0,11397955.160000002,245,3.5559511698880977,7864,145
85,92905,92650,0.05,4.9190310240425873e-05,17.801280858000023,0.06744336700000053,73,0.06744336700000053,0.10665359791778806,0.5688619263374798,0.9062142053246596,186,87.6060286844968,10000000.0,10674433.670000006,245,2.8916427384010883,6617,102
86,93998,93743,0.05,4.77027391901042e-05,14.583801590499997,0.1705170635000013,73,0.1705170635000013,0.1355364766014724,1.0477988673457153,1.7182283787801673,163,96.60491839562192,10000000.0,11705170.635000013,245,3.4607451334278716,7757,112
87,95091,94836,0.05,4.4685823904612256e-05,12.446117107750004,0.1081833194999986,73,0.1081833194999986,0.0795758771075743,1.0206752048741539,1.627840882587564,173,68.72715282572608,10000000.0,11081833.194999985,245,3.026765375854214,5268,35
88,96184,95929,0.05,4.554760737098598e-05,11.419538295000002,-0.027169517500000295,73,-0.027169517500000295,0.12986237446021298,-0.22602472788444594,-0.36136580734846757,114,87.68284817302921,10000000.0,9728304.824999997,245,1.4938859774495792,6297,0
89,97277,97022,0.05,4.7325408672284705e-05,13.958779978750009,0.22805182000000013,89,0.22805182000000013,0.1326048728065301,1.1976940178188038,2.0240105430638207,107,67.37657477394993,10000000.0,12280518.200000001,245,6.020319555401181,5758,0
90,98370,98115,0.05,5.0486307637947734e-05,16.551321415250005,0.016444722999999772,89,0.016444722999999772,0.15017770309994494,0.19088774026941002,0.2880339280504456,196,95.35473242160921,10000000.0,10164447.229999997,245,2.9302166163970385,7294,0
91,99463,99208,0.05,4.5383376339196455e-05,12.448483981249987,-0.06622014499999995,89,-0.06622014499999995,0.1785038111027294,-0.600203997872044,-0.8617345156703854,94,84.16712809760116,10000000.0,9337798.55,245,1.600681486289145,6163,0
92,100556,100301,0.05,4.526203107845557e-05,11.826221903999993,-0.0009111680000003508,89,-0.0009111680000003508,0.1874594169856314,0.07759751299167299,0.11873949652192316,146,112.15184463002731,10000000.0,9990888.319999997,245,2.8135593220338984,8496,0
93,101649,101394,0.05,4.466655934647811e-05,16.51341166449999,0.00784120450000092,89,0.00784120450000092,0.15019200630664875,0.12724163224597745,0.2081686582346638,142,126.04289641092933,10000000.0,10078412.04500001,245,1.8583100408514297,9302,0
94,102742,102487,0.05,4.718533657779822e-05,13.971966774250003,0.05462239350000009,89,0.05462239350000009,0.13575107395805763,0.41551979772572895,0.6597932137160931,166,125.20465498738557,10000000.0,10546223.935,245,2.2085187539732996,9438,0
95,103835,103580,0.05,5.5032744248378635e-05,14.521792330000013,0.2084196599999999,89,0.2084196599999999,0.08430274437467378,1.3247118440492234,2.3628139837045152,178,89.95630175336198,10000000.0,12084196.6,245,3.3371496249506514,7599,0
96,104928,104673,0.05,4.871567321065026e-05,10.66564760625,0.014089440999999647,89,0.014089440999999647,0.14846481484125618,0.17501784327422729,0.2689183791844529,140,109.12636234949638,10000000.0,10140894.409999996,245,1.5962327940111085,8282,0
97,106021,105766,0.05,4.609584983568382e-05,11.370397137999998,0.03384633550000027,89,0.03384633550000027,0.10710115523991026,0.3233570493574547,0.548207933271085,173,101.20297572827342,10000000.0,10338463.355000002,245,2.2261332640602673,7699,0
98,107114,106859,0.05,4.540595575879836e-05,17.57141652124999,-0.01778457350000029,89,-0.01778457350000029,0.2016075815752475,-0.03639302294078012,-0.05458041703169116,166,99.31902405086555,10000000.0,9822154.264999997,245,3.266765418798815,7426,0
99,108207,107952,0.05,4.34576073282511e-05,16.873347217499997,-0.0955457174999993,89,-0.0955457174999993,0.22757523577154437,-0.6495811321775017,-0.9291671528271619,180,116.18655951361214,10000000.0,9044542.825000007,245,2.3012912482065997,8364,0
100,109300,109045,0.05,5.208055499271443e-05,16.08810045025,0.1041674259999994,89,0.1041674259999994,0.08826032555834495,0.9798525699605605,1.5720725487187952,159,67.84318434934193,10000000.0,11041674.259999994,245,3.117995792694588,5229,35
