best_episode,agent_validation_return,agent_validation_sharpe,agent_validation_mdd,agent_validation_turnover,validation_return_std,bh_validation_return,bh_validation_mdd,bh_validation_turnover,agent_test_return,agent_test_sharpe,agent_test_mdd,agent_test_turnover,bh_test_return,bh_test_sharpe,bh_test_mdd,bh_test_turnover,experiment,seed,fold,validation_start,validation_end,run_dir
3,0.3559476890000002,1.7318144281517565,0.1230992638873819,97.73081357346965,0.10511411102684193,0.41385015,0.10075260760720761,0.999,0.1478306015000003,0.3285371020118297,0.3797472185738233,198.9170849314379,2.302361029,1.1324118659048563,0.4290804340250082,0.99314,실험21_batch-32-multiseed,1,val2023,2023-01-01,2024-01-01,/Users/hawnwoongku/Desktop/auto_trading/backend/results/실험21_batch-32-multiseed/seed-1_val2023
57,0.0354611869999994,0.383583129386585,0.0907229438213202,41.794827207871464,0.10072552099820223,-0.3176489710000001,0.4290804340250082,0.99314,0.2055039475000002,0.6660984268212322,0.2406285500757075,71.50173302026704,3.9083705955,1.885264369882233,0.4287264381973351,0.99603,실험21_batch-32-multiseed,1,val2024,2024-01-01,2025-01-01,/Users/hawnwoongku/Desktop/auto_trading/backend/results/실험21_batch-32-multiseed/seed-1_val2024
64,1.0833667640000004,2.701650266231574,0.150984828697408,77.90059177835755,0.2524990384677521,1.2699305955,0.14644820702986427,0.99603,0.3509097510000003,0.9761665485184176,0.3712495918272337,32.89450951896387,1.1560403509999997,1.736281044265618,0.4286534602292425,0.99766,실험21_batch-32-multiseed,1,val2025,2025-01-01,2026-01-01,/Users/hawnwoongku/Desktop/auto_trading/backend/results/실험21_batch-32-multiseed/seed-1_val2025
63,0.3698273490000001,2.2002206595365,0.0937417448031726,111.6710918093254,0.1175553161465256,0.41385015,0.10075260760720761,0.999,-0.2688205615,-0.1019795086105089,0.5613377628776312,242.04536664680444,2.302361029,1.1324118659048563,0.4290804340250082,0.99314,실험21_batch-32-multiseed,7,val2023,2023-01-01,2024-01-01,/Users/hawnwoongku/Desktop/auto_trading/backend/results/실험21_batch-32-multiseed/seed-7_val2023
29,-0.0035079870000001,0.0489452304927531,0.1651119444310645,47.87184288751722,0.10367106227536663,-0.3176489710000001,0.4290804340250082,0.99314,0.6866819080000006,1.203833429568758,0.2539533318406313,100.3095637644208,3.9083705955,1.885264369882233,0.4287264381973351,0.99603,실험21_batch-32-multiseed,7,val2024,2024-01-01,2025-01-01,/Users/hawnwoongku/Desktop/auto_trading/backend/results/실험21_batch-32-multiseed/seed-7_val2024
44,1.0434084090000009,2.4842944643353104,0.1435977354754947,50.92327160311656,0.2623018896906747,1.2699305955,0.14644820702986427,0.99603,1.6476371760000004,2.1738967737510086,0.3785255062891608,17.935775598387277,1.1560403509999997,1.736281044265618,0.4286534602292425,0.99766,실험21_batch-32-multiseed,7,val2025,2025-01-01,2026-01-01,/Users/hawnwoongku/Desktop/auto_trading/backend/results/실험21_batch-32-multiseed/seed-7_val2025
25,0.3516104459999993,1.82594672893058,0.07764222936462,57.05077218765413,0.10189864127718104,0.41385015,0.10075260760720761,0.999,1.7282368255000011,1.115607780206905,0.4226485007678143,170.3381201777636,2.302361029,1.1324118659048563,0.4290804340250082,0.99314,실험21_batch-32-multiseed,21,val2023,2023-01-01,2024-01-01,/Users/hawnwoongku/Desktop/auto_trading/backend/results/실험21_batch-32-multiseed/seed-21_val2023
84,0.0255871035000003,0.2630373201069033,0.1209007481327565,55.66068942839469,0.1008840566924041,-0.3176489710000001,0.4290804340250082,0.99314,0.2917274154999998,0.9228846118327952,0.1711770845000001,63.16720972725725,3.9083705955,1.885264369882233,0.4287264381973351,0.99603,실험21_batch-32-multiseed,21,val2024,2024-01-01,2025-01-01,/Users/hawnwoongku/Desktop/auto_trading/backend/results/실험21_batch-32-multiseed/seed-21_val2024
93,1.4779619389999996,3.134678707959077,0.1445685281931251,52.00275870040367,0.3236022328502294,1.2699305955,0.14644820702986427,0.99603,1.1190619899999996,1.998901466031725,0.4035169732397154,46.74603891277577,1.1560403509999997,1.736281044265618,0.4286534602292425,0.99766,실험21_batch-32-multiseed,21,val2025,2025-01-01,2026-01-01,/Users/hawnwoongku/Desktop/auto_trading/backend/results/실험21_batch-32-multiseed/seed-21_val2025
26,0.3746357679999994,1.994794937147142,0.0875466921761094,96.73723752681906,0.0870707488682733,0.41385015,0.10075260760720761,0.999,-0.1114299949999991,0.0327271677312167,0.5271394790052176,231.58632063719463,2.302361029,1.1324118659048563,0.4290804340250082,0.99314,실험21_batch-32-multiseed,42,val2023,2023-01-01,2024-01-01,/Users/hawnwoongku/Desktop/auto_trading/backend/results/실험21_batch-32-multiseed/seed-42_val2023
