seed_count,mean_agent_validation_return,std_agent_validation_return,mean_bh_validation_return,mean_worst_agent_validation_return,mean_agent_validation_mdd,mean_agent_validation_turnover,mean_best_episode,mean_test_2026_agent_return,std_test_2026_agent_return,mean_test_2026_bh_return,mean_test_2026_agent_turnover
5,0.5176103991,0.12397391785616767,0.45537725816666663,0.01560692749999994,0.11931566631736365,67.5826278166989,59.86666666666666,0.9946297818000002,0.5146888591962885,1.1560403509999997,25.36277281107665
