episode,environment_steps,learning_steps,epsilon,mean_loss,train_return,selection_value,best_episode,validation_cumulative_return,validation_mdd,validation_sharpe_ratio,validation_sortino_ratio,validation_trade_count,validation_turnover,validation_initial_asset,validation_final_asset,validation_steps,validation_average_holding_days,validation_closed_shares,validation_open_shares
1,1093,838,0.9916549727744727,1.8296742923276184e-05,-0.4247386110000003,-0.03983818549999929,1,-0.03983818549999929,0.14034375591218473,-0.22981334722550245,-0.3266972473356801,160,108.65961906992798,10000000.0,9601618.145000007,245,2.483649576100121,7431,0
2,2186,1931,0.9808751490772609,1.8695074336646074e-05,-0.5367565644999992,0.15430413600000037,2,0.15430413600000037,0.06403672536263572,1.108133958004537,1.8205077694887042,167,86.9312380084956,10000000.0,11543041.360000003,245,3.0287074222817196,6723,147
3,3279,3024,0.9702125078700632,2.4804451187187544e-05,-0.47412739100000056,0.0011581800000004527,2,0.0011581800000004527,0.13482093213776392,0.07149060551463757,0.10416273874926524,135,81.66621657109452,10000000.0,10011581.800000004,245,2.2870759289176092,6190,0
4,4372,4117,0.9596657753160917,2.7725692167125126e-05,-0.08784615024999898,0.1158484604999992,2,0.1158484604999992,0.059631262774609284,0.9078331736296011,1.45032453593193,141,91.83736419140816,10000000.0,11158484.604999993,245,2.594215108115698,7122,0
5,5465,5210,0.9492336914258548,2.4367158361016563e-05,-0.26816723675000076,-0.027610065500000114,2,-0.027610065500000114,0.1085140965058986,-0.16516437112686305,-0.2433819829912665,134,126.64362588778415,10000000.0,9723899.344999999,245,1.6943027210884354,9408,0
6,6558,6303,0.9389150099066232,2.960157344404778e-05,-0.22169506474999845,-0.024416016499999138,2,-0.024416016499999138,0.1507994255941878,-0.1359928473962178,-0.21016353997239806,127,104.63515503541225,10000000.0,9755839.835000008,245,2.1328404189772026,8115,0
7,7651,7396,0.9287084980135385,2.8837181723762417e-05,-0.30152203575000147,0.007236411000000276,2,0.007236411000000276,0.1396056610212495,0.12169134557780226,0.18835216196814097,140,109.65601514431664,10000000.0,10072364.110000003,245,2.3723770005927682,8435,0
8,8744,8489,0.9186129364023503,2.9158594469482945e-05,-0.35172516800000053,0.050936431000000226,2,0.050936431000000226,0.1123703283565779,0.40383126264686736,0.609656280810271,125,116.63101670446909,10000000.0,10509364.310000002,245,2.2951575710991543,9107,133
9,9837,9582,0.9086271189837292,3.559524657248403e-05,0.35479097924999836,-0.0014433774999991211,2,-0.0014433774999991211,0.1413698553309919,0.059114246318839915,0.08828889562554079,165,97.81728805281075,10000000.0,9985566.225000009,245,2.6312036508841987,7012,0
10,10930,10675,0.898749852779192,3.271353509182671e-05,0.15177911075000172,-0.045096704500000695,2,-0.045096704500000695,0.17008921987750458,-0.24329799078134065,-0.3706593016824001,132,123.60173902647882,10000000.0,9549032.954999993,245,2.0237455197132617,8928,0
