seed,mean_agent_validation_return,mean_bh_validation_return,median_agent_validation_return,worst_agent_validation_return,mean_agent_validation_sharpe,mean_agent_validation_mdd,mean_agent_validation_turnover,mean_bh_validation_turnover,mean_validation_return_std,mean_best_episode,test_2026_agent_return,test_2026_bh_return,test_2026_agent_sharpe,test_2026_agent_mdd,test_2026_agent_turnover
1,0.48455270466666645,0.45537725816666663,0.3985723304999997,-0.0783440134999997,1.1822042615834196,0.108981602837482,38.594656849633,0.9960566666666667,0.14454751294854518,31.666666666666668,0.6841060974999997,1.1560403509999997,1.3968451795632764,0.4589299634844895,14.345677305004152
7,0.5580229106666664,0.45537725816666663,0.3592958830000001,0.0606416399999998,1.6466986960455843,0.10645094096989478,31.739339290795055,0.9960566666666667,0.16544463514334926,67.0,1.0903021259999996,1.1560403509999997,1.6815489690717251,0.4286534602292425,2.9902756543424047
21,0.5577665466666669,0.45537725816666663,0.3202321200000002,0.0505862285,1.902880205239333,0.0687670931371386,62.31900572406386,0.9960566666666667,0.15457997804089427,44.666666666666664,0.7418351454999998,1.1560403509999997,1.6477778815255115,0.334170311994019,27.53961444075977
42,0.5598428646666659,0.45537725816666663,0.4630490454999998,0.0183712919999989,1.647061889566584,0.14189804761942504,54.067770625879234,0.9960566666666667,0.15194838533927915,37.0,0.7918886255000002,1.1560403509999997,1.471468594936962,0.3730469133653815,20.515409666208978
100,0.4993362866666671,0.45537725816666663,0.297999133,0.0512897255000011,1.603243019935119,0.10453283210346302,46.642065407401454,0.9960566666666667,0.15313618263256998,67.0,1.2647156885000004,1.1560403509999997,1.841333994575604,0.4276856541398186,11.383550274004865
