seed_count,mean_agent_validation_return,std_agent_validation_return,mean_bh_validation_return,mean_worst_agent_validation_return,mean_agent_validation_sharpe,mean_agent_validation_mdd,mean_agent_validation_turnover,mean_validation_return_std,mean_best_episode,mean_test_2026_agent_return,std_test_2026_agent_return,mean_test_2026_bh_return,mean_test_2026_agent_turnover
5,0.5319042626666667,0.03685936141105423,0.45537725816666663,0.02050897450000002,1.5964176144740079,0.10612610333348069,46.67256757955452,0.15393133882092758,49.46666666666667,0.9145695365999998,0.25074162161796176,1.1560403509999997,15.354905468064032
