seed_count,mean_agent_validation_return,std_agent_validation_return,mean_bh_validation_return,mean_worst_agent_validation_return,mean_agent_validation_sharpe,mean_agent_validation_mdd,mean_agent_validation_turnover,mean_validation_return_std,mean_best_episode,mean_test_2026_agent_return,std_test_2026_agent_return,mean_test_2026_bh_return,mean_test_2026_agent_turnover
5,0.5099723072000001,0.016529424906842016,0.45537725816666663,0.07748078640000033,1.664834539336466,0.11084500516455623,56.706148596363846,0.1525361233015297,56.2,0.9041080854999997,0.27536371882539434,1.1560403509999997,12.792940622694427
