gamma,experiment,mean_agent_validation_return,mean_bh_validation_return,mean_validation_excess_return,median_validation_excess_return,worst_validation_excess_return,mean_validation_sharpe,mean_validation_mdd,mean_validation_turnover,mean_bh_validation_turnover,test_2026_agent_return,test_2026_bh_return,test_2026_excess_return,test_2026_agent_sharpe,test_2026_agent_turnover
0.97,실험16_gamma-0p97,0.38422175533333336,0.45537725816666663,-0.07115550283333329,-0.15590210600000032,-0.40448943999999964,1.6158115551505106,0.11663331189673352,109.67486484370232,0.9960566666666667,0.1330711169999994,1.1560403509999997,-1.0229692340000003,0.610407872763348,56.52696503172865
