variant,variant_label,mean_validation_return,median_validation_return,worst_validation_return,mean_validation_sharpe,mean_validation_mdd,mean_validation_turnover,test_2026_return,test_2026_sharpe,test_2026_mdd,test_2026_turnover
experiment12_decay_0p9999,실험12기반,0.4278872996666665,0.4017511410000003,-0.0607830815000005,1.5886478118338578,0.14498636267943568,106.48252315255625,0.7774951650000006,1.447075152449077,0.3431791206384545,48.23364253826706
experiment2_decay_0p999,실험2기반,0.45964041583333315,0.3399506009999995,0.0388280504999998,1.6875987232635552,0.10810612121384928,91.2811708569689,0.107978284,0.5517557217134916,0.4469499580863307,59.39944310696163
