experiment,epsilon_decay,mean_agent_validation_return,mean_bh_validation_return,median_agent_validation_return,worst_agent_validation_return,mean_validation_sharpe,mean_agent_validation_mdd,mean_bh_validation_mdd,mean_agent_validation_turnover,mean_bh_validation_turnover,mean_validation_return_std,mean_best_episode,test_2026_agent_return,test_2026_bh_return,test_2026_agent_sharpe,test_2026_agent_mdd,test_2026_agent_turnover,test_2026_bh_turnover
실험25_epsdecay-0p9999,0.9999,0.506390926666667,0.45537725816666663,0.3176455425000002,0.0798675475000001,1.7047280029227796,0.13868972349006373,0.22542708288736002,66.31142829227491,0.9960566666666667,0.15674567007807072,52.0,0.4732481350000008,1.1560403509999997,1.3092138164747231,0.2294876704703755,39.0325468622383,0.99766
