gamma,experiment,mean_agent_validation_return,mean_bh_validation_return,mean_validation_excess_return,median_validation_excess_return,worst_validation_excess_return,mean_validation_sharpe,mean_validation_mdd,mean_validation_turnover,mean_bh_validation_turnover,test_2026_agent_return,test_2026_bh_return,test_2026_excess_return,test_2026_agent_sharpe,test_2026_agent_turnover
0.9,실험18_gamma-0p9,0.2592540871666661,0.45537725816666663,-0.19612317100000054,-0.12575753800000133,-0.6430756915,0.9510958405414209,0.13360954525219754,97.68665123465165,0.9960566666666667,0.6427915544999985,1.1560403509999997,-0.5132487965000012,1.3824732224499348,57.55310718028227
