experiment,target_update_interval,mean_agent_validation_return,mean_bh_validation_return,median_agent_validation_return,worst_agent_validation_return,mean_validation_sharpe,mean_agent_validation_mdd,mean_bh_validation_mdd,mean_agent_validation_turnover,mean_bh_validation_turnover,mean_validation_return_std,mean_best_episode,test_2026_agent_return,test_2026_bh_return,test_2026_agent_sharpe,test_2026_agent_mdd,test_2026_agent_turnover,test_2026_bh_turnover
실험22_target-250,250,0.6086141451666669,0.45537725816666663,0.4083391860000003,-0.0765819415000003,1.6397179654018315,0.13111368045399088,0.22542708288736002,56.769208115036655,0.9960566666666667,0.1605557461858945,45.0,1.5544998144999995,1.1560403509999997,2.1244002710085685,0.2944452477682963,18.97163783239324,0.99766
실험23_target-1000,1000,0.604205931333333,0.45537725816666663,0.3915591314999997,0.0082135644999996,1.7662502767322057,0.10208402623055886,0.22542708288736002,81.43203133282829,0.9960566666666667,0.15804297206955262,58.666666666666664,1.2801861894999995,1.1560403509999997,1.897556035265399,0.3903905244847155,10.995740574033192,0.99766
