experiment,gamma,mean_agent_val,mean_bh_val,mean_excess_val,median_excess_val,worst_excess_val,mean_val_sharpe,mean_val_mdd,mean_val_turnover,test_2026_agent,test_2026_bh,test_2026_excess,test_2026_turnover
실험2기반,0.99,0.45964041583333315,0.45537725816666663,0.004263157666666499,-0.0738995490000005,-0.2697879994999999,1.6875987232635552,0.10810612121384928,91.2811708569689,0.107978284,1.1560403509999997,-1.0480620669999996,
실험15_gamma-0p98,0.98,0.3576189083333337,0.45537725816666663,-0.09775834983333291,-0.1584785104999997,-0.4368876414999996,1.3352425750567332,0.1588019233327497,108.39719873524105,0.2599076814999992,1.1560403509999997,-0.8961326695000005,53.52821038754386
실험16_gamma-0p97,0.97,0.38422175533333336,0.45537725816666663,-0.07115550283333326,-0.1559021060000003,-0.4044894399999996,1.6158115551505106,0.11663331189673352,109.67486484370232,0.1330711169999994,1.1560403509999997,-1.0229692340000005,56.52696503172865
실험17_gamma-0p95,0.95,0.313071097666667,0.45537725816666663,-0.14230616049999964,-0.1481321875000003,-0.470988119999999,1.0880299447350714,0.12048980894953398,95.67613129574393,0.1401547730000008,1.1560403509999997,-1.015885577999999,62.45148619178613
실험18_gamma-0p9,0.9,0.2592540871666661,0.45537725816666663,-0.19612317100000054,-0.1257575380000013,-0.6430756915,0.9510958405414209,0.13360954525219754,97.68665123465165,0.6427915544999985,1.1560403509999997,-0.5132487965000012,57.55310718028227
