experiment,hidden_dim,mean_agent_validation_return,mean_bh_validation_return,median_agent_validation_return,worst_agent_validation_return,mean_validation_sharpe,mean_agent_validation_mdd,mean_bh_validation_mdd,mean_agent_validation_turnover,mean_bh_validation_turnover,mean_validation_return_std,mean_best_episode,test_2026_agent_return,test_2026_bh_return,test_2026_agent_sharpe,test_2026_agent_mdd,test_2026_agent_turnover,test_2026_bh_turnover
실험26_hidden-64,64,0.5033997750000001,0.45537725816666663,0.3255493479999998,0.0432378805000002,1.5574284031121934,0.1089643555426925,0.22542708288736002,60.82691598287344,0.9960566666666667,0.1588177781455962,22.666666666666668,1.0528085754999994,1.1560403509999997,1.7484363093780275,0.4197262375418638,47.81486933095228,0.99766
실험27_hidden-256,256,0.5276570955000003,0.45537725816666663,0.3926437739999999,0.0910628420000005,1.786010447379459,0.10509609448114039,0.22542708288736002,47.860253309569806,0.9960566666666667,0.1617491324185847,76.33333333333333,1.177228906,1.1560403509999997,1.7571980973328565,0.4351740049049941,15.91201295587478,0.99766
