experiment,batch_size,mean_agent_validation_return,mean_bh_validation_return,median_agent_validation_return,worst_agent_validation_return,mean_validation_sharpe,mean_agent_validation_mdd,mean_bh_validation_mdd,mean_agent_validation_turnover,mean_bh_validation_turnover,test_2026_agent_return,test_2026_bh_return,test_2026_agent_sharpe,test_2026_agent_turnover,test_2026_bh_turnover
실험19_batch-128,128,0.35509598783333357,0.45537725816666663,0.2673280295000004,-0.0620746249999987,1.3163586619574066,0.14239877279943672,0.22542708288736002,105.32879786584397,0.9960566666666667,0.1808170590000004,1.1560403509999997,0.697869704948128,52.63383598181257,0.99766
실험20_batch-32,32,0.6590078404999998,0.45537725816666663,0.3746357679999994,0.0593137865000001,1.862101622443605,0.13742568530923718,0.22542708288736002,66.4647952713385,0.9960566666666667,1.239539555,1.1560403509999997,1.8102385301440724,4.981959236849788,0.99766
