gamma,experiment,mean_agent_validation_return,mean_bh_validation_return,mean_validation_excess_return,median_validation_excess_return,worst_validation_excess_return,mean_validation_sharpe,mean_validation_mdd,mean_validation_turnover,mean_bh_validation_turnover,test_2026_agent_return,test_2026_bh_return,test_2026_excess_return,test_2026_agent_sharpe,test_2026_agent_turnover
0.98,실험15_gamma-0p98,0.3576189083333337,0.45537725816666663,-0.09775834983333291,-0.15847851049999973,-0.4368876414999996,1.3352425750567332,0.1588019233327497,108.39719873524105,0.9960566666666667,0.2599076814999992,1.1560403509999997,-0.8961326695000005,0.8158531018089059,53.52821038754386
