episode,environment_steps,learning_steps,epsilon,mean_loss,train_return,selection_value,best_episode,validation_cumulative_return,validation_mdd,validation_sharpe_ratio,validation_sortino_ratio,validation_trade_count,validation_turnover,validation_initial_asset,validation_final_asset,validation_steps,validation_average_holding_days,validation_closed_shares,validation_open_shares
1,1093,838,0.43239347672187917,1.9258539313621327e-05,-0.3157953935000015,0.3005701614999994,1,0.3005701614999994,0.09374807116767847,1.7948514137227067,3.382537068888526,148,88.84922413987188,10000000.0,13005701.614999993,245,3.2927592954990215,7665,165
2,2186,1931,0.14486309656989407,2.2258432509277825e-05,0.7117264464999966,0.08726837799999942,1,0.08726837799999942,0.10205411281971066,0.6702052988580607,1.1759309430434448,151,89.8229426501988,10000000.0,10872683.779999994,245,2.576486860304288,7230,0
3,3279,3024,0.04853291707107899,2.4988489344371832e-05,2.3470334812499996,-0.03859242050000089,1,-0.03859242050000089,0.09234592882863302,-0.5779301685454615,-0.7989183721141314,86,51.795947920507786,10000000.0,9614075.79499999,245,1.394076840981857,3748,0
4,4372,4117,0.016259793523685732,2.646248855403457e-05,8.759340728249994,0.09321038049999864,1,0.09321038049999864,0.06823490803006849,0.887438680897701,1.4287618134789748,147,97.19018182484686,10000000.0,10932103.804999987,245,1.797082228116711,7540,69
5,5465,5210,0.01,2.3798233968494018e-05,17.967975551500015,-0.01667548949999942,1,-0.01667548949999942,0.10829665843520886,-0.07442478436669828,-0.11403072056684795,156,108.6302595005166,10000000.0,9833245.105000006,245,1.604859813084112,8025,0
6,6558,6303,0.01,2.2881005205029922e-05,20.032582538499984,-0.012567969499998943,1,-0.012567969499998943,0.09577663985176865,-0.08655715240366449,-0.1308586400454643,113,78.75976752645232,10000000.0,9874320.30500001,245,1.7753357753357752,5733,0
7,7651,7396,0.01,2.4104204322542557e-05,31.395763181749977,0.08965014249999936,1,0.08965014249999936,0.09163795755372905,0.8479591762942175,1.3354762003454828,156,98.70201018062028,10000000.0,10896501.424999993,245,1.8170002599428126,7694,0
8,8744,8489,0.01,2.3852732834829947e-05,45.76970919399999,0.06843636700000122,1,0.06843636700000122,0.11752591660265943,0.6041728953326897,0.902395411107716,151,118.65101538484139,10000000.0,10684363.670000011,245,1.7853742968411943,9244,0
9,9837,9582,0.01,2.875290419854321e-05,66.50195441175005,-0.015602440500000148,1,-0.015602440500000148,0.13917731535509936,-0.09546390813140244,-0.14633930207577187,113,93.17619323285095,10000000.0,9843975.594999999,245,1.611159169550173,6936,63
10,10930,10675,0.01,2.868463461426408e-05,66.75070101550003,0.02828837549999963,1,0.02828837549999963,0.16470629676827675,0.2893479199009341,0.46148676571752445,120,113.57194076644646,10000000.0,10282883.754999995,245,1.7523788201052277,8933,0
11,12023,11768,0.01,2.7572319986791516e-05,99.85417573399998,-0.0016616865000004255,1,-0.0016616865000004255,0.190982406591942,0.06571711370777751,0.09870628647290207,114,92.72002369405189,10000000.0,9983383.134999996,245,2.842254318889833,7062,0
12,13116,12861,0.01,2.680256084295834e-05,93.45640817400007,-0.11519462450000006,1,-0.11519462450000006,0.2181316315089069,-0.9032305944643745,-1.270822436350231,126,101.09379959296709,10000000.0,8848053.754999999,245,2.192103794642857,7168,56
