gamma,experiment,mean_agent_validation_return,mean_bh_validation_return,mean_validation_excess_return,median_validation_excess_return,worst_validation_excess_return,mean_validation_sharpe,mean_validation_mdd,mean_validation_turnover,mean_bh_validation_turnover,test_2026_agent_return,test_2026_bh_return,test_2026_excess_return,test_2026_agent_sharpe,test_2026_agent_turnover
0.95,실험17_gamma-0p95,0.313071097666667,0.45537725816666663,-0.14230616049999964,-0.14813218750000035,-0.470988119999999,1.0880299447350714,0.12048980894953398,95.67613129574393,0.9960566666666667,0.1401547730000008,1.1560403509999997,-1.015885577999999,0.6167744603041873,62.45148619178613
