episode,environment_steps,learning_steps,epsilon,mean_loss,train_return,validation_return,validation_mdd,selection_value,best_episode
1,1093,838,0.43239347672187917,1.943840485038244e-05,-0.38519058275000084,0.13077428399999946,0.10767619225255831,0.13077428399999946,1
2,2186,1931,0.14486309656989407,2.1480820636537753e-05,0.4092837727499954,0.0011478794999997266,0.16711048486820101,0.0011478794999997266,1
3,3279,3024,0.05,2.2945528567734762e-05,2.2590133875,0.02893435099999997,0.05381682754829864,0.02893435099999997,1
4,4372,4117,0.05,2.3889436393445446e-05,6.325958807999994,0.06818426849999892,0.12572383469669624,0.06818426849999892,1
5,5465,5210,0.05,1.9769595449536652e-05,15.825335616750017,0.06465607799999962,0.09474273822353252,0.06465607799999962,1
6,6558,6303,0.05,1.920822600732874e-05,17.814410392999996,0.16744071199999944,0.07879491276916883,0.16744071199999944,6
7,7651,7396,0.05,1.930799118302284e-05,25.791613983500003,0.09331689350000083,0.08148516010847673,0.09331689350000083,6
8,8744,8489,0.05,1.916708201994321e-05,38.566175206,0.03952119050000036,0.11452516384134981,0.03952119050000036,6
9,9837,9582,0.05,2.4169088652294644e-05,45.60515675950001,0.09155769049999907,0.1101444338766896,0.09155769049999907,6
10,10930,10675,0.05,2.1660841365903546e-05,51.574776904249966,0.093693641,0.09329754516556388,0.093693641,6
11,12023,11768,0.05,1.984407842723048e-05,72.46157774400002,0.03607052299999891,0.11430453073532598,0.03607052299999891,6
12,13116,12861,0.05,2.046936758956744e-05,62.604011680250004,0.027128481000000315,0.14685388981430925,0.027128481000000315,6
13,14209,13954,0.05,2.069684972932678e-05,75.25814618350002,0.10725511899999973,0.17215889835513942,0.10725511899999973,6
14,15302,15047,0.05,2.389988009531054e-05,87.467943025,0.15880802299999974,0.12492412745965453,0.15880802299999974,6
15,16395,16140,0.05,2.2108720741607237e-05,101.22020098225015,0.197696557,0.10284148876852717,0.197696557,15
16,17488,17233,0.05,2.2089046581342287e-05,91.00240621624992,0.043167017499999405,0.13377772461437976,0.043167017499999405,15
17,18581,18326,0.05,2.0994439430238927e-05,92.54601580974997,0.1976249575000002,0.07612043213641817,0.1976249575000002,15
18,19674,19419,0.05,1.947894363403554e-05,134.3596411187501,0.07476168200000033,0.145273257778886,0.07476168200000033,15
19,20767,20512,0.05,2.1090213817863398e-05,123.95190769999992,0.12637955949999924,0.12046521064928672,0.12637955949999924,15
20,21860,21605,0.05,2.323135862301676e-05,129.73725264624994,0.030001403999999843,0.15315800699706184,0.030001403999999843,15
21,22953,22698,0.05,2.032703427261582e-05,120.48744359724998,0.15601501249999883,0.10022442405319487,0.15601501249999883,15
22,24046,23791,0.05,1.9217373500340454e-05,130.78873740225,0.03886998350000015,0.11036252999205676,0.03886998350000015,15
