experiment,hidden_dim,mean_agent_validation_return,mean_bh_validation_return,median_agent_validation_return,worst_agent_validation_return,mean_validation_sharpe,mean_agent_validation_mdd,mean_bh_validation_mdd,mean_agent_validation_turnover,mean_bh_validation_turnover,mean_validation_return_std,mean_best_episode,test_2026_agent_return,test_2026_bh_return,test_2026_agent_sharpe,test_2026_agent_mdd,test_2026_agent_turnover,test_2026_bh_turnover
실험27_hidden-256,256,0.5276570955000003,0.45537725816666663,0.3926437739999999,0.0910628420000005,1.786010447379459,0.10509609448114039,0.22542708288736002,47.860253309569806,0.9960566666666667,0.1617491324185847,76.33333333333333,1.177228906,1.1560403509999997,1.7571980973328565,0.4351740049049941,15.91201295587478,0.99766
