episode,environment_steps,learning_steps,epsilon,mean_loss,train_return,validation_return,validation_mdd,selection_value,best_episode
17,18581,18326,0.05,6.383277145616587e-05,69.36646248074999,-0.13022110800000075,0.1668467789131277,-0.13022110800000075,1
18,19674,19419,0.05,6.35143302884218e-05,108.9655946135,-0.1268226190000009,0.16452800800000067,-0.1268226190000009,1
19,20767,20512,0.05,6.792697697509333e-05,104.37525114050014,-0.10020318900000114,0.13220332700000104,-0.10020318900000114,1
20,21860,21605,0.05,7.135832446187713e-05,92.17446899299999,-0.040358818500000226,0.13579449497550433,-0.040358818500000226,1
21,22953,22698,0.05,6.450183698977126e-05,86.02016753850005,-0.07739845400000034,0.18851883249052848,-0.07739845400000034,1
22,24046,23791,0.05,6.33154074420495e-05,85.60486557174995,-0.09590913550000002,0.1930074500807022,-0.09590913550000002,1
23,25139,24884,0.05,6.44052260382275e-05,86.40269714799994,0.07786834649999896,0.13720069567411985,0.07786834649999896,1
24,26232,25977,0.05,6.0259445507015935e-05,72.67747262674996,-0.16257750150000094,0.20290319143776936,-0.16257750150000094,1
25,27325,27070,0.05,7.722212687851395e-05,65.38920687799998,-0.05582200649999958,0.22138181683882308,-0.05582200649999958,1
26,28418,28163,0.05,6.708127129019885e-05,52.40035825350002,-0.20698185999999963,0.2556327502931317,-0.20698185999999963,1
27,29511,29256,0.05,6.632062296772722e-05,75.34416858525007,-0.05606477850000113,0.16601707840144042,-0.05606477850000113,1
28,30604,30349,0.05,6.715877705903318e-05,91.85941326074995,-0.09770646949999928,0.19482749936856114,-0.09770646949999928,1
29,31697,31442,0.05,6.794124366928837e-05,91.7212718795,-0.0671409685000004,0.22323691219436592,-0.0671409685000004,1
30,32790,32535,0.05,7.449970251089164e-05,76.22384692024997,-0.08292553050000095,0.1436667417257751,-0.08292553050000095,1
31,33883,33628,0.05,7.650321937519475e-05,69.17768668549999,-0.17630004850000036,0.25685300683969325,-0.17630004850000036,1
32,34976,34721,0.05,6.52441450395409e-05,73.42511360774992,-0.051940173999999506,0.2073887837781414,-0.051940173999999506,1
33,36069,35814,0.05,6.565298776889653e-05,64.48124704150003,-0.0920358954999998,0.26871697499864655,-0.0920358954999998,1
34,37162,36907,0.05,6.599934502526441e-05,74.1988333895,-0.13858745800000072,0.24618508341080414,-0.13858745800000072,1
35,38255,38000,0.05,6.856157378368025e-05,107.33689725900008,-0.039473249499998975,0.14893665360055397,-0.039473249499998975,1
36,39348,39093,0.05,8.41889944757132e-05,58.47240853925004,0.05195701149999943,0.14207251382542796,0.05195701149999943,1
37,40441,40186,0.05,7.1961981733958e-05,69.70490218149993,-0.07268745750000027,0.18018770063655032,-0.07268745750000027,1
38,41534,41279,0.05,6.949799652249845e-05,89.61090873325001,0.0035185130000001674,0.19394481216467274,0.0035185130000001674,1
39,42627,42372,0.05,6.521905770327681e-05,65.48642889400003,0.08252485899999917,0.13425299960864,0.08252485899999917,1
40,43720,43465,0.05,6.533898733842676e-05,97.25974417325004,0.007445715999999658,0.17563350619659346,0.007445715999999658,1
41,44813,44558,0.05,8.011117655684464e-05,90.52452737150001,0.1720637075,0.06718942708908637,0.1720637075,1
42,45906,45651,0.05,7.525997775081478e-05,72.55149493875005,0.16998303399999926,0.10231392403744355,0.16998303399999926,1
43,46999,46744,0.05,7.125583459025211e-05,59.34400745150001,0.1243031554999996,0.10583444408662279,0.1243031554999996,1
44,48092,47837,0.05,6.870931337533029e-05,53.15032650524998,0.18400101199999974,0.11030426735362975,0.18400101199999974,1
