episode,environment_steps,learning_steps,epsilon,mean_loss,train_return,selection_value,best_episode,validation_cumulative_return,validation_mdd,validation_sharpe_ratio,validation_sortino_ratio,validation_trade_count,validation_turnover,validation_initial_asset,validation_final_asset,validation_steps,validation_average_holding_days,validation_closed_shares,validation_open_shares
40,43720,43465,0.05,0.0001518756445229908,0.41419980324999783,0.14816083699999982,14,0.14816083699999982,0.08091508710776718,1.016109221036819,1.6895491164875382,206,93.52477158272595,10000000.0,11481608.369999997,245,3.0909211047971454,7567,139
41,44813,44558,0.05,0.0001966522516416496,0.17691126399999924,0.20776734299999955,14,0.20776734299999955,0.07212096656336897,1.6751782075302895,2.8725708732566106,189,39.914212254332014,10000000.0,12077673.429999996,245,6.499244941105406,3311,85
42,45906,45651,0.05,0.00017404798504140428,0.38982619099999916,0.10854044650000039,14,0.10854044650000039,0.0754503798399695,1.1139570802748895,1.822393755489689,201,58.68633323672794,10000000.0,11085404.465000004,245,3.212586823826563,4751,92
43,46999,46744,0.05,0.0001634072766710574,0.018061160000001575,0.0274664695000002,14,0.0274664695000002,0.11823927360039888,0.3612324926908999,0.5511413975938093,158,58.83697943357356,10000000.0,10274664.695000002,245,2.2600223964165735,4465,19
44,48092,47837,0.05,0.00016887616455117047,-0.05297556824999938,0.10359649149999983,14,0.10359649149999983,0.05845323942579039,1.2864292920131246,2.14344632271611,195,59.60535913566534,10000000.0,11035964.915,245,2.564192139737991,4580,63
45,49185,48930,0.05,0.0001703105824844273,0.10009153675000015,0.15569412699999963,14,0.15569412699999963,0.10806918817365196,1.2542935245757156,2.039003130047646,213,83.2056505403442,10000000.0,11556941.269999996,245,2.8957027068359076,6539,44
46,50278,50023,0.05,0.0001885346411699543,-0.008386610250000648,0.3099894780000001,46,0.3099894780000001,0.08213947870651073,1.7627067986953715,2.9757214834212546,71,16.599283550798585,10000000.0,13099894.780000001,245,18.38938053097345,1356,133
47,51371,51116,0.05,0.00021257967576634044,-8.967249999991544e-05,0.05628266450000008,46,0.05628266450000008,0.1256489464058178,0.5702933577756328,0.8660417202843779,220,66.9807274125391,10000000.0,10562826.645000001,245,3.8772231784279976,5229,27
48,52464,52209,0.05,0.00018820847478167297,0.3040555757499992,0.09964768200000118,46,0.09964768200000118,0.10707257470279408,0.882335100409496,1.4779788553330169,207,69.85627119275,10000000.0,10996476.820000011,245,3.37143386439422,5398,112
49,53557,53302,0.05,0.00016989952031423562,0.5857117882500018,-0.0003780675000004674,46,-0.0003780675000004674,0.07351295162740523,0.03160448467105462,0.04508697058602997,174,48.579807780554326,10000000.0,9996219.324999996,245,2.9284057971014494,3450,89
50,54650,54395,0.05,0.0001779486682685353,0.0059354970000007334,0.050163609500000206,46,0.050163609500000206,0.11017371846218493,0.4693909795049668,0.6946586046190255,208,79.26827194298674,10000000.0,10501636.095000003,245,3.1550426492724535,5979,100
51,55743,55488,0.05,0.00017899056412186944,0.36237922899999875,-0.022925408500000466,46,-0.022925408500000466,0.1417956625674769,-0.13072597628628,-0.19780183163925386,227,74.89143211294707,10000000.0,9770745.914999995,245,3.400488629956775,5321,87
52,56836,56581,0.05,0.00024811949763891834,0.04458641400000052,0.12303798799999943,46,0.12303798799999943,0.08636126496400698,1.036876341062549,1.6514689246377356,177,49.10900162507801,10000000.0,11230379.879999995,245,5.295807453416149,3864,50
53,57929,57674,0.05,0.0002058255834161494,0.08678173424999946,0.14508310400000002,46,0.14508310400000002,0.11126033941925972,0.9917336029615951,1.5541923139751694,211,96.66771316669951,10000000.0,11450831.04,245,2.9810556571727203,7654,73
54,59022,58767,0.05,0.0002027099420231203,0.7890995947500028,0.04519731900000057,46,0.04519731900000057,0.18456435270532057,0.37708034481751596,0.5677471754175097,182,74.7717346313508,10000000.0,10451973.190000005,245,4.499484713156991,5822,93
55,60115,59860,0.05,0.0001980028075414827,0.18853239374999853,0.029817937499999614,46,0.029817937499999614,0.14295526706399864,0.28938901366579933,0.42583965440510113,201,91.42992780507208,10000000.0,10298179.374999996,245,2.8851088366729134,6937,0
56,61208,60953,0.05,0.00022068362865815461,0.008211593999998934,0.013719929500000116,46,0.013719929500000116,0.08183122271694343,0.17702450294054442,0.25962820546619425,211,87.11620236902363,10000000.0,10137199.295000002,245,2.4335664335664338,6435,90
57,62301,62046,0.05,0.0002602080775301473,-0.057044262749998964,0.08814815850000057,46,0.08814815850000057,0.03918852657759253,1.237934604852591,2.1507548610560763,156,41.489901535860696,10000000.0,10881481.585000006,245,3.4754797441364604,3283,27
58,63394,63139,0.05,0.0002497776299768164,0.23919745399999837,0.05880292799999953,46,0.05880292799999953,0.0976674144677463,0.6492503726329075,1.0240088088178703,163,43.392527034384216,10000000.0,10588029.279999996,245,4.8441995714722985,3267,54
59,64487,64232,0.05,0.00023610383588378947,-0.11260477550000059,0.044099593999999076,46,0.044099593999999076,0.11597201158237513,0.42206615652859414,0.7040507729288471,203,71.78106282255199,10000000.0,10440995.93999999,245,3.1956918583424607,5478,20
60,65580,65325,0.05,0.00023779961604341457,-0.09942243100000081,0.0856943689999996,46,0.0856943689999996,0.07558863664356552,0.6949425321231227,1.0711261797960976,202,53.601342417252496,10000000.0,10856943.689999996,245,5.333971750059852,4177,76
61,66673,66418,0.05,0.00024788288882945697,0.1188872517499977,0.14323312850000036,46,0.14323312850000036,0.08651754021245106,1.1468970113979664,1.936670247298451,212,62.20392800720021,10000000.0,11432331.285000004,245,4.118283881315157,4988,36
62,67766,67511,0.05,0.0002638004149674102,-0.1344935732499989,0.12124252350000053,46,0.12124252350000053,0.030333970339755267,1.4721226310983224,3.281623681024884,91,26.656352686991127,10000000.0,11212425.235000005,245,3.868609651218347,2093,21
63,68859,68604,0.05,0.00032819230619236215,-0.038738775750000065,-0.09245696400000025,46,-0.09245696400000025,0.1220909335972804,-1.0966158928783019,-1.3981813440144486,194,74.35455885069246,10000000.0,9075430.359999998,245,2.2471659542835902,5381,0
64,69952,69697,0.05,0.0002567526149432058,-0.02414871974999866,0.2367016820000012,46,0.2367016820000012,0.06932459146621328,1.7182856702020757,3.0437334940411023,199,65.21528186787755,10000000.0,12367016.820000011,245,4.071185225031379,5577,71
65,71045,70790,0.05,0.0002439770933026514,0.03611115649999985,0.08039899100000003,46,0.08039899100000003,0.09043194525292408,0.6951289770435258,1.1960198470582875,214,70.2623580944374,10000000.0,10803989.91,245,3.4935308456778547,5333,96
66,72138,71883,0.05,0.0002471285632966778,-0.20866447050000025,0.06593332700000021,46,0.06593332700000021,0.14677022933509742,0.5415565194109792,0.8109362980100326,204,53.31677481610183,10000000.0,10659333.270000001,245,6.152163225172075,4068,75
67,73231,72976,0.05,0.0002349553103324131,-0.03345071749999862,0.15586453649999954,46,0.15586453649999954,0.09291138403514632,1.165844039231746,2.002421969503206,179,58.834653108599994,10000000.0,11558645.364999996,245,4.733565520243796,4594,110
68,74324,74069,0.05,0.0003316476699514292,-0.2819700304999996,-0.12041644449999966,46,-0.12041644449999966,0.1446648963602366,-1.0293675978713195,-1.541261084661703,126,87.49029619067599,10000000.0,8795835.555000003,245,1.6408658576582487,6098,61
69,75417,75162,0.05,0.0002787840036327952,-0.155607047750001,0.04291238799999997,46,0.04291238799999997,0.10920111865504079,0.33433556591634633,0.5450267839134677,171,68.87030246956226,10000000.0,10429123.879999999,245,4.968199233716475,5220,0
70,76510,76255,0.05,0.0002745031194784641,-0.10309381700000075,0.08963600049999987,46,0.08963600049999987,0.07805551413394107,0.8244095388772198,1.3684053315961346,208,61.93382222789822,10000000.0,10896360.004999999,245,3.580185758513932,4845,131
71,77603,77348,0.05,0.00028751086925114024,-0.25626940049999836,0.0705887205000002,46,0.0705887205000002,0.11489115411934414,0.5834462154173052,0.8754029216850611,206,64.12297182628069,10000000.0,10705887.205000002,245,4.632557189542483,4896,95
72,78696,78441,0.05,0.00027127911894951693,-0.09650462350000144,0.1768584089999996,46,0.1768584089999996,0.0922764509942684,1.046849576092348,1.7202141391050472,160,62.70823976086748,10000000.0,11768584.089999996,245,6.029005524861878,5068,22
73,79789,79534,0.05,0.000320108534165857,-0.1789657275000004,-0.08069885500000007,46,-0.08069885500000007,0.12349210398597632,-0.9662733773532949,-1.311686049932806,190,65.63351660711139,10000000.0,9193011.45,245,2.3301785330178535,4649,0
74,80882,80627,0.05,0.00031568489359127345,0.09004335299999933,0.12475662849999924,46,0.12475662849999924,0.0643403531680583,1.0028344054225808,1.7160416656924953,199,81.90023338966873,10000000.0,11247566.284999993,245,2.9200061652281133,6488,36
75,81975,81720,0.05,0.00028348584152516985,-0.07707408074999933,0.03962297700000028,46,0.03962297700000028,0.07223707212863129,0.5685403060958888,0.8985117183299172,187,54.54454170544459,10000000.0,10396229.770000003,245,2.4195205479452055,4088,79
76,83068,82813,0.05,0.00025735702185402103,0.11372288925000018,0.12104967700000002,46,0.12104967700000002,0.0929652011966422,0.9135839124032172,1.464385661118568,199,36.773954370945816,10000000.0,11210496.77,245,8.291422666207371,2903,93
77,84161,83906,0.05,0.00026558221138811187,-0.005106301250002665,0.14028958749999965,46,0.14028958749999965,0.06648487068926878,1.3147044581139178,2.250596980306727,197,52.057226205174715,10000000.0,11402895.874999996,245,3.857280385078219,4155,80
78,85254,84999,0.05,0.000266785098118478,-0.236156592750002,0.023945171499999196,46,0.023945171499999196,0.12679795781823555,0.2411001517158998,0.37751739940463375,183,92.78105429130531,10000000.0,10239451.714999992,245,2.807391304347826,6900,104
79,86347,86092,0.05,0.0003762771802116036,-0.1893886220000004,0.025927647999999692,46,0.025927647999999692,0.11704805905829307,0.2562378378444442,0.4116083212006191,191,81.29394875969136,10000000.0,10259276.479999997,245,3.0751106894370652,6324,130
80,87440,87185,0.05,0.00028180042089796055,-0.12034421425000019,0.0967853125,46,0.0967853125,0.0846988118394495,1.0205669413880027,1.6670490300819654,202,76.55995576411455,10000000.0,10967853.125,245,2.3621736989000164,6091,14
81,88533,88278,0.05,0.00026691863494018,-0.14233491599999926,-0.07207277900000097,46,-0.07207277900000097,0.12876999952974655,-0.8692812382700528,-1.169651914990089,218,67.23992132345997,10000000.0,9279272.20999999,245,2.4758948893027104,4833,17
82,89626,89371,0.05,0.0003056651613370067,-0.08335219674999883,-0.04740928399999833,46,-0.04740928399999833,0.14483191514766258,-0.34156531308108046,-0.4629713343881117,204,87.01993199371793,10000000.0,9525907.160000017,245,2.8427055282749882,6313,18
83,90719,90464,0.05,0.00029684493006305835,-0.2214139554999991,0.01788363999999998,46,0.01788363999999998,0.09572228690513507,0.24202017443193977,0.3794447829278969,189,71.26521864184714,10000000.0,10178836.4,245,2.272659870250232,5395,26
84,91812,91557,0.05,0.00036132355262494226,0.11839885800000083,0.2912367780000005,46,0.2912367780000005,0.1017752011157439,1.6130149271375938,2.7678408893607833,111,20.76323319127622,10000000.0,12912367.780000005,245,18.972530683810636,1711,164
85,92905,92650,0.05,0.0003185458384304577,0.06125356824999839,0.03415494500000027,46,0.03415494500000027,0.11183669293094478,0.3180132755333645,0.49052230706636135,217,83.01142381031298,10000000.0,10341549.450000003,245,3.2999049429657794,6312,6
86,93998,93743,0.05,0.0002834672244265782,-0.04909042800000063,0.13576570149999956,46,0.13576570149999956,0.10427089711981852,0.8694141864759093,1.38915071656012,193,79.89899764547002,10000000.0,11357657.014999995,245,4.41117953576504,6333,144
87,95091,94836,0.05,0.00027107733269179744,-0.372595542,0.07786630049999954,46,0.07786630049999954,0.16407401898555896,0.552708619776805,0.8456311093317522,162,81.36291026125427,10000000.0,10778663.004999995,245,4.215950531155858,6307,137
88,96184,95929,0.05,0.000282354963045111,-0.09435981450000053,-0.02983057049999982,46,-0.02983057049999982,0.10549628221408602,-0.20336327978154195,-0.2837039369518581,207,98.53167738534265,10000000.0,9701694.295000002,245,2.340158796489762,7179,123
89,97277,97022,0.05,0.0003063854687740128,0.2799483287500004,0.24188515099999974,46,0.24188515099999974,0.11448544419327489,1.470877994887123,2.351433418263807,118,44.5746982180339,10000000.0,12418851.509999998,245,8.178311302940383,3707,134
90,98370,98115,0.05,0.0003238482384508897,-0.16821265824999954,0.10386650150000021,46,0.10386650150000021,0.11050337755668582,0.8838780963435612,1.3619397875721058,201,44.59110045583175,10000000.0,11038665.015000002,245,6.088920863309353,3475,91
91,99463,99208,0.05,0.00027708895325072026,-0.18314188949999932,0.11960614100000067,46,0.11960614100000067,0.0848571816319813,0.9211682194937261,1.5276669267993535,196,69.74555131602808,10000000.0,11196061.410000008,245,3.7630212994451404,5587,107
92,100556,100301,0.05,0.00024586000177915384,-0.07149698199999854,0.14719893050000032,46,0.14719893050000032,0.1207507079207889,0.9347443972634478,1.5143716724389336,172,50.450179831214896,10000000.0,11471989.305000003,245,7.231679677663057,3971,138
93,101649,101394,0.05,0.0002543324590644389,0.0262045230000012,0.12270020899999956,46,0.12270020899999956,0.10759832942978931,0.9437486567857903,1.4590291776094417,203,57.06978537171321,10000000.0,11227002.089999996,245,4.849155886866916,4561,143
94,102742,102487,0.05,0.0002390155367781325,-0.10233538999999914,0.01936196250000055,46,0.01936196250000055,0.1072333556800934,0.22857113323224088,0.3442825627725922,176,61.710000071036944,10000000.0,10193619.625000006,245,3.654304923010193,4611,129
95,103835,103580,0.05,0.00028671461948083797,0.05921080174999971,-0.06404037349999991,46,-0.06404037349999991,0.08203964481429071,-1.239518266601256,-1.6894058767107112,155,42.194434524640144,10000000.0,9359596.265,245,1.6332462442847813,3062,0
96,104928,104673,0.05,0.0002655958377356287,-0.15801908699999934,0.010180946999999607,46,0.010180946999999607,0.10720017590631559,0.15425875279941184,0.2256639123563064,198,61.75120412211409,10000000.0,10101809.469999995,245,3.038337281929787,4643,6
97,106021,105766,0.05,0.0002326940915235557,-0.10637106999999846,0.0856841624999991,46,0.0856841624999991,0.07882027767777655,1.0741930141126077,1.617704993314415,166,61.31301078233625,10000000.0,10856841.62499999,245,2.206703910614525,4833,34
98,107114,106859,0.05,0.0002118660207030981,-0.200046756249999,0.03904912350000034,46,0.03904912350000034,0.09093462353874471,0.3756674161743554,0.5636265196715995,215,73.73255154156523,10000000.0,10390491.235000003,245,3.6069290767277344,5513,86
99,108207,107952,0.05,0.00021321833886416293,0.03924147300000169,-0.05708811449999962,46,-0.05708811449999962,0.15348039216762166,-0.502743916120641,-0.7129301985793136,188,78.11178639296074,10000000.0,9429118.855000004,245,2.645069923880333,5649,96
100,109300,109045,0.05,0.00025805800833839673,-0.22231510374999863,0.16885902850000067,46,0.16885902850000067,0.046578911617635055,1.5546895325842878,2.8757291105387583,192,63.07436669922393,10000000.0,11688590.285000008,245,2.591335595927331,5009,111
