seed_count,mean_agent_validation_return,std_agent_validation_return,mean_bh_validation_return,mean_worst_agent_validation_return,mean_agent_validation_sharpe,mean_agent_validation_mdd,mean_agent_validation_turnover,mean_validation_return_std,mean_best_episode,mean_test_2026_agent_return,std_test_2026_agent_return,mean_test_2026_bh_return,mean_test_2026_agent_turnover
5,0.5341729297333335,0.09160712517673811,0.45537725816666663,0.10856747320000024,1.694353408852777,0.12761292151927622,71.00445758798239,0.15846976659806403,53.13333333333334,1.0231606546000003,0.4463378188138609,1.1560403509999997,11.60033409157285
